record_number,paper_number,paper_identifier,group_number_within_paper,group_id,source_evidence,has_section_reference,has_table_reference,has_figure_reference,has_page_reference
822,181,https://doi.org/10.1016/j.applthermaleng.2025.129440,1,ARC_NCM622,Fig. 2(a–c); Section 3.1,1,0,0,0
823,181,https://doi.org/10.1016/j.applthermaleng.2025.129440,2,ARC_LFP,Fig. 2(d–e); Section 3.1,1,0,0,0
824,181,https://doi.org/10.1016/j.applthermaleng.2025.129440,3,Fire_NCM622,Fig. 5; Section 3.4,1,0,0,0
825,181,https://doi.org/10.1016/j.applthermaleng.2025.129440,4,Fire_LFP,Fig. 6; Section 3.4,1,0,0,0
826,182,https://doi.org/10.1016/j.applthermaleng.2025.129444,1,SOC_50pct_200W_Fresh,Fig. 3(f) and Section 3.1.1 (detailed 50% SOC narrative),1,0,0,0
827,182,https://doi.org/10.1016/j.applthermaleng.2025.129444,2,SOC_75pct_200W_Fresh,"Fig. 3(d), Fig. 4 and Section 3.1.1 (TR stage definition and SOC≥50% behavior)",1,0,0,0
828,182,https://doi.org/10.1016/j.applthermaleng.2025.129444,3,SOC_100pct_200W_Fresh,"Fig. 3(e), Fig. 4 and Section 3.1.1 (Tvent range 130–150 °C; ΔTmax=429.8 °C at 100% SOC)",1,0,0,0
829,182,https://doi.org/10.1016/j.applthermaleng.2025.129444,4,Power_150W_100pctSOC_Fresh,Fig. 5(g) and Section 3.1.2 (peak Tin up to 1037.8 °C; 150 W showed higher Tin peak than 200–300 W),1,0,0,0
830,182,https://doi.org/10.1016/j.applthermaleng.2025.129444,5,Power_100W_100pctSOC_Fresh,"Fig. 5(f) and 5(g), Section 3.1.2 (Tout(max)=654.8 °C at 100 W; Tin peaks >900 °C across powers)",1,0,0,0
831,182,https://doi.org/10.1016/j.applthermaleng.2025.129444,6,Power_250W_100pctSOC_Aged,"Table 4 (tvent=440 s, Tin(vent)=141.5 °C, Treq=100.8 °C); Fig. 6(f,g) and Section 3.1.2 (aged Tin peaks >900 °C, up to 1063.2 °C)",1,1,0,0
832,182,https://doi.org/10.1016/j.applthermaleng.2025.129444,7,Power_300W_100pctSOC_Aged_Explosion,Section 3.1.2 and Fig. 6(a–e) discussion; Supplementary Fig. S1 (explosion at 300 W aging; Tin at vent 134.4 °C),1,0,0,0
833,183,https://doi.org/10.1016/j.rser.2023.113740,1,Sample_A_TR,"Table 1 (cell specs), Fig. 1c (setup), Table 2 (timing), Sections 2.2 and 3.1.1",0,1,0,0
834,183,https://doi.org/10.1016/j.rser.2023.113740,2,Sample_B_TR,"Table 1 (cell specs), Fig. 1c (setup), Table 2 (timing), Sections 2.2 and 3.1.1",0,1,0,0
835,183,https://doi.org/10.1016/j.rser.2023.113740,3,Sample_C_TR,"Table 1 (cell specs), Fig. 1c (setup), Table 2 (timing), Sections 2.2 and 3.1.1",0,1,0,0
836,183,https://doi.org/10.1016/j.rser.2023.113740,4,TRP_Mitigation_Test,Section 3.3.3; Fig. 7e–f,1,0,0,0
837,184,https://doi.org/10.1016/j.rser.2025.116056,1,Barrier_A_LateralHeating_Module,"Section 3.2 (TRP setup), Section 4.2.1 (Mitigation effect), Fig. 3(b–h) and Fig. 4(c–g)",1,0,0,0
838,184,https://doi.org/10.1016/j.rser.2025.116056,2,Barrier_B_LateralHeating_Module,"Section 3.2 (TRP setup), Section 4.2.1 (Mitigation effect), Fig. 3(b–h) (TRP interval 762.8 s between Cells 1 and 2), Fig. 4(c–g) (venting/combustion and debris), text noting third-cell maximum front-surface temperature 231.3 °C",1,0,0,0
839,185,https://doi.org/10.1016/j.cej.2021.129387,1,Graphite_LCO_FullCell_MMC,Figure 4c and Section 2.4 (In-situ thermal analysis),1,0,1,0
840,185,https://doi.org/10.1016/j.cej.2021.129387,2,Annealed_Ti3C2Tz_LCO_FullCell_MMC,Figure 4d and Section 2.4 (In-situ thermal analysis),1,0,1,0
841,186,https://doi.org/10.1016/j.cej.2023.144434,1,Group_0-2_ELY,,0,0,0,0
842,186,https://doi.org/10.1016/j.cej.2023.144434,2,Group_0-3_SEP,,0,0,0,0
843,186,https://doi.org/10.1016/j.cej.2023.144434,3,Group_0-4_ELY+SEP,,0,0,0,0
844,186,https://doi.org/10.1016/j.cej.2023.144434,4,Group_1-1_PE,,0,0,0,0
845,186,https://doi.org/10.1016/j.cej.2023.144434,5,Group_1-2_PE+ELY,,0,0,0,0
846,186,https://doi.org/10.1016/j.cej.2023.144434,6,Group_1-4_PE+ELY+SEP,,0,0,0,0
847,186,https://doi.org/10.1016/j.cej.2023.144434,7,Group_2-1_NE,,0,0,0,0
848,186,https://doi.org/10.1016/j.cej.2023.144434,8,Group_2-2_NE+ELY,,0,0,0,0
849,186,https://doi.org/10.1016/j.cej.2023.144434,9,Group_2-4_NE+ELY+SEP,,0,0,0,0
850,186,https://doi.org/10.1016/j.cej.2023.144434,10,Group_3-1_PE+NE,,0,0,0,0
851,186,https://doi.org/10.1016/j.cej.2023.144434,11,Group_3-2_PE+NE+ELY,,0,0,0,0
852,186,https://doi.org/10.1016/j.cej.2023.144434,12,Group_3-4_PE+NE+ELY+SEP,,0,0,0,0
853,187,https://doi.org/10.1016/j.cej.2024.153234,1,ClosedCalorimeter_3Ah_ASSB,Table 2 and Section 3.4,1,1,0,0
854,188,https://doi.org/10.1016/j.cej.2025.159699,1,HeatOnly_100_SOC,"Methodology Sections 2.1–2.2; blank-experiment paragraph (t values); Fig. 2(b)-(c) for setup; Fig. 3(a) for heat-only temperature curves; Table 2, entry #1 (100-0C)",0,1,0,0
855,188,https://doi.org/10.1016/j.cej.2025.159699,2,HeatOnly_75_SOC,"Methodology Sections 2.1–2.2; blank-experiment paragraph (t values); Fig. 2(b)-(c) for setup; Fig. 3(a) for heat-only temperature curves; Table 2, entry #5 (75-0C)",0,1,0,0
856,188,https://doi.org/10.1016/j.cej.2025.159699,3,HeatOnly_50_SOC,"Methodology Sections 2.1–2.2; blank-experiment paragraph (t values); Fig. 2(b)-(c) for setup; Fig. 3(a) for heat-only temperature curves; Table 2, entry #9 (50-0C)",0,1,0,0
857,189,https://doi.org/10.1016/j.cej.2025.160202,1,FullCell_ARC_FullyCharged,Fig. 1e–f; Section 3.2,1,0,0,0
858,189,https://doi.org/10.1016/j.cej.2025.160202,2,Partial_AnEly_ARC,Fig. 2a; Section 3.3,1,0,0,0
859,189,https://doi.org/10.1016/j.cej.2025.160202,3,Partial_CaEly_ARC,Fig. 2b and Fig. S14–S15; Section 3.3,1,0,0,0
860,189,https://doi.org/10.1016/j.cej.2025.160202,4,Partial_CaAn_ARC,Fig. 2c and Fig. S16–S17; Section 3.3,1,0,0,0
861,190,https://doi.org/10.1016/j.cej.2025.160402,1,ARC_MainCluster,Figure 6d; Table A.1; Section 3.2.2,1,1,1,0
862,190,https://doi.org/10.1016/j.cej.2025.160402,2,ARC_LateISC,Figure 6c; Table A.1; Section 3.2.2; Appendix A,1,1,1,0
863,191,https://doi.org/10.1016/j.cej.2025.160800,1,PVC_Module_TR_Heating,Fig. 7a and Fig. 7e; Section 3.5 (TR simulation setup and results),1,0,0,0
864,191,https://doi.org/10.1016/j.cej.2025.160800,2,CCH50_SCH_Module_TR_Heating,Fig. 7b and Fig. 7f; Section 3.5 (TR elimination investigation),1,0,0,0
865,191,https://doi.org/10.1016/j.cej.2025.160800,3,CCH50_Module_TR_Heating,Fig. 7c and Fig. 7g; Section 3.5 (TR elimination investigation),1,0,0,0
866,191,https://doi.org/10.1016/j.cej.2025.160800,4,CCH55_SCH_Module_TR_Heating,Fig. 7d and Fig. 7h; Section 3.5 (TR elimination investigation),1,0,0,0
867,192,https://doi.org/10.1016/j.cej.2025.164014,1,NoInsulation_ConfinedBox,"Section 3.6; Fig. 6b,c,h; Fig. 7a",1,0,0,0
868,192,https://doi.org/10.1016/j.cej.2025.164014,2,AerogelSheet_ConfinedBox,"Section 3.6; Fig. 6e,f; Fig. 7b",1,0,0,0
869,192,https://doi.org/10.1016/j.cej.2025.164014,3,FEM@AS_ConfinedBox,Section 3.5–3.6; Fig. 5c–d; Fig. 6d–h; Fig. 7c,1,0,0,0
870,193,https://doi.org/10.1016/j.cej.2025.165205,1,Blank_Module_500W_Heater,Experimental setup: Fig. 3; Temperature/voltage/mass profiles: Fig. 9(a–c); Key parameters: Table 1; Temperature rise rates: Fig. 11(b),0,1,0,0
871,193,https://doi.org/10.1016/j.cej.2025.165205,2,ICPCM_Module_500W_Heater,"Experimental setup: Fig. 3; ICPCM mitigation and temperature profiles: Fig. 10(a–c); Key parameters: Table 1; Temperature rise rates and flame/smoke phenomena: Fig. 11(a,b)",0,1,0,0
872,194,https://doi.org/10.1016/j.cej.2025.169633,1,H-cell1_NoBarrier,"Section 3.3; Fig. 9a1–c1, d–g",1,0,0,0
873,194,https://doi.org/10.1016/j.cej.2025.169633,2,H-cell2_NoBarrier,"Section 3.3; Fig. 9a2–c2, d–g",1,0,0,0
874,194,https://doi.org/10.1016/j.cej.2025.169633,3,H-cell3_NoBarrier,"Section 3.3; Fig. 9a3–c3, d–g",1,0,0,0
875,194,https://doi.org/10.1016/j.cej.2025.169633,4,H-cell1_KGSA_2mm,"Section 3.4; Fig. 10a1–c1, d–g",1,0,0,0
876,194,https://doi.org/10.1016/j.cej.2025.169633,5,H-cell1_KGSA_3mm,"Section 3.4; Fig. 10a2–c2, d–g",1,0,0,0
877,194,https://doi.org/10.1016/j.cej.2025.169633,6,H-cell1_SMEP_1mm,"Section 3.4; Fig. 10a3–c3, d–g",1,0,0,0
878,194,https://doi.org/10.1016/j.cej.2025.169633,7,H-cell1_SMEP_1.5mm,"Section 3.4; Fig. 10a4–c4, d–g",1,0,0,0
879,194,https://doi.org/10.1016/j.cej.2025.169633,8,H-cell1_Sandwich_KGSA2mm_SMEP1mm,Section 3.4; Fig. 11 (I); microstructural evidence in Fig. 13a1–a3,1,0,0,0
880,194,https://doi.org/10.1016/j.cej.2025.169633,9,H-cell1_Sandwich_KGSA2mm_SMEP1.5mm,Section 3.4; Fig. 11 (I); microstructural evidence in Fig. 13a4–a6,1,0,0,0
881,194,https://doi.org/10.1016/j.cej.2025.169633,10,H-cell2_Sandwich_KGSA2mm_SMEP1mm,Section 3.4; Fig. 11 (II); microstructural evidence in Fig. 13b1–b3,1,0,0,0
882,194,https://doi.org/10.1016/j.cej.2025.169633,11,H-cell2_Sandwich_KGSA2mm_SMEP1.5mm,Section 3.4; Fig. 11 (II); Fig. 12a2–d2,1,0,0,0
883,194,https://doi.org/10.1016/j.cej.2025.169633,12,H-cell3_Sandwich_KGSA2mm_SMEP1mm,Section 3.4; Fig. 11 (III); microstructural evidence in Fig. 13c1–c3,1,0,0,0
884,194,https://doi.org/10.1016/j.cej.2025.169633,13,H-cell3_Sandwich_KGSA2mm_SMEP1.5mm,Section 3.4; Fig. 11 (III); Fig. 12a2–d2; microstructure in Fig. 13c4–c6,1,0,0,0
885,195,https://doi.org/10.1016/j.elecom.2017.02.008,1,ARC_AIM_NCA,"Fig. 2(a), Fig. 4(a), Section 3; ARC method details in Experimental Section",1,0,0,0
886,195,https://doi.org/10.1016/j.elecom.2017.02.008,2,ARC_AIM_NCM,"Fig. 3(a), Fig. 4(b), Section 3; ARC method details in Experimental Section",1,0,0,0
887,195,https://doi.org/10.1016/j.elecom.2017.02.008,3,DSC_NCA_MgB2,Fig. 5 and Section 3 (trial for improving thermal stability of NCA),1,0,0,0
888,195,https://doi.org/10.1016/j.elecom.2017.02.008,4,DSC_NCA_AlB2,Fig. 5 and Section 3 (trial for improving thermal stability of NCA),1,0,0,0
889,196,https://doi.org/10.1016/j.ijoes.2025.101270,1,SOC_0_NoMist,Table 3; Fig. 2; Section 3.1,1,1,0,0
890,196,https://doi.org/10.1016/j.ijoes.2025.101270,2,SOC_25_NoMist,Table 3; Fig. 2; Section 3.1,1,1,0,0
891,196,https://doi.org/10.1016/j.ijoes.2025.101270,3,SOC_50_NoMist,Table 3; Fig. 2; Section 3.1,1,1,0,0
892,196,https://doi.org/10.1016/j.ijoes.2025.101270,4,SOC_75_NoMist,Table 3; Fig. 2; Section 3.1,1,1,0,0
893,196,https://doi.org/10.1016/j.ijoes.2025.101270,5,SOC_100_NoMist,Table 3; Fig. 2; Section 3.1,1,1,0,0
894,196,https://doi.org/10.1016/j.ijoes.2025.101270,6,WaterMist_Only_100SOC,Fig. 3; Table 4; Section 3.1,1,1,0,0
895,196,https://doi.org/10.1016/j.ijoes.2025.101270,7,FeCl2_0.15pct_100SOC,Fig. 4; Table 4; Section 3.2,1,1,0,0
896,196,https://doi.org/10.1016/j.ijoes.2025.101270,8,SodiumLactate_2.5pct_100SOC,Fig. 4; Table 4; Section 3.2,1,1,0,0
897,196,https://doi.org/10.1016/j.ijoes.2025.101270,9,Tween20_0.3pct_100SOC,Fig. 5; Table 4; Section 3.2,1,1,0,0
898,196,https://doi.org/10.1016/j.ijoes.2025.101270,10,FeCl2_0.15pct_Tween20_0.3pct_100SOC,Fig. 8; Fig. 10; Table 5; Section 3.3,1,1,0,0
899,196,https://doi.org/10.1016/j.ijoes.2025.101270,11,SodiumLactate_2.5pct_Tween20_0.3pct_100SOC,Fig. 10; Table 5; Section 3.3,1,1,0,0
900,197,https://doi.org/10.1016/j.proci.2022.07.185,1,LCO_20.4W,Section 2; Fig. 4a-b; Table 2; Table 4,1,1,0,0
901,197,https://doi.org/10.1016/j.proci.2022.07.185,2,LCO_34.1W,Section 2; Fig. 4a-b; Table 2; Table 4,1,1,0,0
902,197,https://doi.org/10.1016/j.proci.2022.07.185,3,NMC_20.4W,Section 2; Fig. 4a-b; Table 2; Table 4,1,1,0,0
903,197,https://doi.org/10.1016/j.proci.2022.07.185,4,NMC_34.1W,Section 2; Fig. 4a-b; Table 2; Table 4,1,1,0,0
904,197,https://doi.org/10.1016/j.proci.2022.07.185,5,LFP_20.4W,Section 2; Fig. 4a-b; Table 2; Table 4,1,1,0,0
905,197,https://doi.org/10.1016/j.proci.2022.07.185,6,LFP_34.1W,Section 2; Fig. 4a-b; Table 2; Table 4,1,1,0,0
906,198,https://doi.org/10.1016/j.partic.2022.11.009,1,ARC_16cycles_leanElectrolyte,"Fig. 2a,c,f and text in Section 2.2",1,0,0,0
907,198,https://doi.org/10.1016/j.partic.2022.11.009,2,ARC_45cycles_leanElectrolyte,"Fig. 2b,d,g and text in Section 2.2",1,0,0,0
908,198,https://doi.org/10.1016/j.partic.2022.11.009,3,ARC_16cycles_plusFreshElectrolyte,"Fig. 3c,e; Table S4; text in Section 2.2",1,1,0,0
909,198,https://doi.org/10.1016/j.partic.2022.11.009,4,ARC_45cycles_plusFreshElectrolyte,"Fig. 3d,f; Fig. S3e; text in Section 2.2",1,0,0,0
910,199,https://doi.org/10.1016/j.egypro.2019.01.736,1,ARC_Normal_20Ah_NCM+LMO_Graphite,Fig. 6(a) and Section 3.4; Fig. 5 (T2 = 192.4 °C; mechanism discussion),1,0,0,0
911,199,https://doi.org/10.1016/j.egypro.2019.01.736,2,ARC_NoSeparator_VacuumedElectrolyte,Fig. 6(b) and Section 3.4,1,0,0,0
912,200,https://doi.org/10.1016/j.jechem.2020.03.029,1,Sample_1_ARC_0SOC,"Fig. 4a–b (ARC temperature and rate), Fig. 7d (separator DSC/TGA), Fig. 8 (voltage), Results and discussion section",1,0,0,0
913,201,https://doi.org/10.1016/j.jechem.2022.05.005,1,LiFoil_ARC,"Fig. 1b, Fig. 1c, Fig. 1d; Section 2.4 (Investigations on thermal stability); Section 3.1",1,0,0,0
914,201,https://doi.org/10.1016/j.jechem.2022.05.005,2,DepositedLi_ARC,"Fig. 1b, Fig. 1c, Fig. 1d; Fig. S4 (gas generation observation); Section 2.4; Section 3.1",1,0,0,0
915,202,https://doi.org/10.1016/j.jechem.2023.07.045,1,BE_4.2V_EV-ARC,Fig. 1c–d; Table S1; Section 2 (Results and discussion),1,1,0,0
916,202,https://doi.org/10.1016/j.jechem.2023.07.045,2,HSE_4.2V_EV-ARC,Fig. 1c–d; Table S1; Fig. 2a–c; Section 2 (Results and discussion),1,1,0,0
917,202,https://doi.org/10.1016/j.jechem.2023.07.045,3,BE_4.5V_EV-ARC,Fig. 1e; Section 2 (Results and discussion),1,0,0,0
918,202,https://doi.org/10.1016/j.jechem.2023.07.045,4,HSE_4.5V_EV-ARC,Fig. 1e; Section 2 (Results and discussion),1,0,0,0
919,203,https://doi.org/10.1016/j.jechem.2023.12.045,1,Preload_1000N,"Table 3 for times (tabn, tV, tISC, tTR); Fig. 2a and Fig. 6a for signals; Fig. 9 for event temperatures; Section 3.1–3.4",1,1,0,0
920,203,https://doi.org/10.1016/j.jechem.2023.12.045,2,Preload_2000N,Table 3; Fig. 2b; Fig. 6b; Fig. 9; Section 3.1–3.4,1,1,0,0
921,203,https://doi.org/10.1016/j.jechem.2023.12.045,3,Preload_3000N,Table 3; Fig. 2c; Fig. 6c; Fig. 9; Section 3.1–3.4,1,1,0,0
922,203,https://doi.org/10.1016/j.jechem.2023.12.045,4,Preload_4000N,Table 3; Fig. 2d; Fig. 6d; Fig. 9; Section 3.1–3.4,1,1,0,0
923,203,https://doi.org/10.1016/j.jechem.2023.12.045,5,Preload_5000N,Table 3; Fig. 2e; Fig. 6e; Fig. 9 (TR temperature vs preload); Section 3.1–3.4,1,1,0,0
924,203,https://doi.org/10.1016/j.jechem.2023.12.045,6,Preload_6000N,Table 3; Fig. 2f; Fig. 6f; Fig. 9 (TR temperature decreases at >4000 N); Section 3.1–3.4,1,1,0,0
925,203,https://doi.org/10.1016/j.jechem.2023.12.045,7,Module_4Cells_EarlyWarning_6000N,Section 3.5; Fig. 12 (warning logic) and Fig. 13b (module with warning: no TR; Cell 1 max < 140 °C),1,0,0,0
926,204,https://doi.org/10.1016/j.jechem.2024.10.036,1,SIB_Test_1,"Table 4; Fig. 2(a, d); Fig. 3(c–f)",0,1,0,0
927,204,https://doi.org/10.1016/j.jechem.2024.10.036,2,SIB_Test_2,"Table 4; Fig. 2(a, d); Fig. 3(c–f)",0,1,0,0
928,204,https://doi.org/10.1016/j.jechem.2024.10.036,3,LFP_Test_1,"Table 4; Fig. 2(b, d); Fig. 3(c–f)",0,1,0,0
929,204,https://doi.org/10.1016/j.jechem.2024.10.036,4,LFP_Test_2,"Table 4; Fig. 2(b, d); Fig. 3(c–f)",0,1,0,0
930,204,https://doi.org/10.1016/j.jechem.2024.10.036,5,NCM523_Test_1,"Table 4; Fig. 2(c, d); Fig. 3(c–f)",0,1,0,0
931,204,https://doi.org/10.1016/j.jechem.2024.10.036,6,NCM523_Test_2,"Table 4; Fig. 2(c, d); Fig. 3(c–f)",0,1,0,0
932,205,https://doi.org/10.1016/j.jechem.2024.11.031,1,LPS_HotPlate_DryAir_Ramp5,Section 3.1; Fig. 3; Table 3 (hot plate autoignition and sulfur evolution temperatures),1,1,0,0
933,205,https://doi.org/10.1016/j.jechem.2024.11.031,2,LPSCl_HotPlate_DryAir_Ramp5,Section 3.1; Fig. 3; Table 1 (mass loss); Table 3 (hot plate autoignition and sulfur evolution temperatures),1,1,0,0
934,205,https://doi.org/10.1016/j.jechem.2024.11.031,3,LPS_DSCTGA_O2_5Cmin,"Fig. 5a,c,e; Table 3 (DSC/TGA first and second exotherm onsets)",0,1,0,0
935,205,https://doi.org/10.1016/j.jechem.2024.11.031,4,LPSCl_DSCTGA_O2_5Cmin,"Fig. 5a,b,d; Table 3 (DSC/TGA first and second exotherm onsets)",0,1,0,0
936,205,https://doi.org/10.1016/j.jechem.2024.11.031,5,Composite_NCM_LPS_100SOC_DSC_Ar_40Cmin,Fig. 6a; Table 4 (TR onset 217.2 °C at 100% SOC),0,1,0,0
937,205,https://doi.org/10.1016/j.jechem.2024.11.031,6,Composite_NCM_LPSCl_100SOC_DSC_Ar_40Cmin,Fig. 6b; Table 4 (TR onset 221.7 °C at 100% SOC),0,1,0,0
938,205,https://doi.org/10.1016/j.jechem.2024.11.031,7,Composite_NCM_LPS_0SOC_DSC_Ar_40Cmin,Fig. 6a; Table 4 (TR onset 369.5 °C at 0% SOC),0,1,0,0
939,205,https://doi.org/10.1016/j.jechem.2024.11.031,8,Composite_NCM_LPSCl_0SOC_DSC_Ar_40Cmin,Fig. 6b; Table 4 (TR onset 346.0 °C at 0% SOC),0,1,0,0
940,206,https://doi.org/10.1016/j.jechem.2024.11.059,1,ARC_Pouch_100SOC,Section 3.3; Fig. 8(a–c),1,0,0,0
941,207,https://doi.org/10.1016/j.jechem.2024.12.004,1,100SOC_1C,Experimental setup: Section 2.2 and Fig. 1; Heating and surface warming rate: Section 3.2; Key temperatures: Table 2 and Fig. 3a,1,1,0,0
942,207,https://doi.org/10.1016/j.jechem.2024.12.004,2,100SOC_2C,Experimental setup: Section 2.2 and Fig. 1; Key temperatures: Table 2 and Fig. 3b,1,1,0,0
943,207,https://doi.org/10.1016/j.jechem.2024.12.004,3,100SOC_3C,Experimental setup: Section 2.2 and Fig. 1; Key temperatures: Table 2 and Fig. 3c,1,1,0,0
944,207,https://doi.org/10.1016/j.jechem.2024.12.004,4,100SOC_4C,Experimental setup: Section 2.2 and Fig. 1; Key temperatures: Table 2 and Fig. 3d,1,1,0,0
945,208,https://doi.org/10.1016/j.jechem.2024.12.050,1,ARC_LIB_LFP_LE_Li,Section 3.4; Fig. 10(a); Conclusions (LIB Tonset 145.7 °C),1,0,0,0
946,208,https://doi.org/10.1016/j.jechem.2024.12.050,2,ARC_SSB_LFP_SSE_Li,Section 3.4; Fig. 10(b); radargrams Fig. 10(d–e),1,0,0,0
947,208,https://doi.org/10.1016/j.jechem.2024.12.050,3,ARC_SSB_LFP_SSE_ModLi,Section 3.4; Fig. 10(c); radargrams Fig. 10(d–e),1,0,0,0
948,208,https://doi.org/10.1016/j.jechem.2024.12.050,4,ARC_SSB_LFP_SSE_Gr,Section 3.4; Fig. 10(g) and related text,1,0,0,0
949,208,https://doi.org/10.1016/j.jechem.2024.12.050,5,ExternalOverheat_LIB_LFP_LE_Li_100W,Section 3.4; Fig. 12(a); Fig. 13(b) and related text,1,0,0,0
950,208,https://doi.org/10.1016/j.jechem.2024.12.050,6,ExternalOverheat_SSB_LFP_SSE_Li_100W,Section 3.4; Fig. 12(b); Fig. 13(b) and related text,1,0,0,0
951,208,https://doi.org/10.1016/j.jechem.2024.12.050,7,ExternalOverheat_SSB_LFP_SSE_ModLi_100W,Section 3.4; Fig. 12(c); Fig. 13(a–b) and related text,1,0,0,0
952,209,https://doi.org/10.1016/j.jechem.2025.02.016,1,ARC_100_SOC,Table 2 (HWS settings) and Fig. 6 with narrative in Section 3.2.2,1,1,0,0
953,209,https://doi.org/10.1016/j.jechem.2025.02.016,2,ARC_105_SOC,Table 2 (HWS settings) and Fig. 6 with narrative in Section 3.2.2,1,1,0,0
954,210,https://doi.org/10.1016/j.jechem.2025.06.065,1,LiNCM523_3.26Ah_100SOC_20cycles_ARC,Fig. 5a–b; Section 2.4; Ref. [31],1,0,0,0
955,210,https://doi.org/10.1016/j.jechem.2025.06.065,2,LiNCM523_3.26Ah_100SOC_Activated_ARC,Fig. 5a–b; Section 2.4; Ref. [31],1,0,0,0
956,210,https://doi.org/10.1016/j.jechem.2025.06.065,3,SSLMB_Li6PS5Cl_3.8Ah_100SOC,Fig. 6c; Section 2.5; Ref. [68],1,0,0,0
957,210,https://doi.org/10.1016/j.jechem.2025.06.065,4,Liquid_LMB_HighNi_100SOC_Baseline,Fig. 6c; Section 2.5; Ref. [68],1,0,0,0
958,210,https://doi.org/10.1016/j.jechem.2025.06.065,5,SSLMB_Li6PS5Cl_3.8Ah_0SOC,Fig. 6c; Section 2.5; Ref. [68],1,0,0,0
959,210,https://doi.org/10.1016/j.jechem.2025.06.065,6,ASSLMB_Li6PS5Cl_NCM_OvenHeat,Section 2.4; Ref. [36],1,0,0,0
960,210,https://doi.org/10.1016/j.jechem.2025.06.065,7,ASSLMB_Li6PS5Cl_LFP_OvenHeat,Section 2.4; Ref. [36],1,0,0,0
961,210,https://doi.org/10.1016/j.jechem.2025.06.065,8,LiNCM811_Pouch_Commercial_ECDEC_Cone,Fig. 9a–b; Section 3.1.2; Ref. [89],1,0,0,0
962,210,https://doi.org/10.1016/j.jechem.2025.06.065,9,LiNCM811_Pouch_TEPFEC_LiNO3_Cone,Fig. 9b; Section 3.1.2; Ref. [89],1,0,0,0
963,210,https://doi.org/10.1016/j.jechem.2025.06.065,10,LMB_NCM811_PE_HotBox200C,Section 3.3; Ref. [133] hot-box results,1,0,0,0
964,210,https://doi.org/10.1016/j.jechem.2025.06.065,11,LMB_NCM811_DCPE_HotBox200C,Section 3.3; Ref. [133] hot-box results,1,0,0,0
965,210,https://doi.org/10.1016/j.jechem.2025.06.065,12,LiLFP_PP_ILE_ARC,Section 3.3; Ref. [137],1,0,0,0
966,210,https://doi.org/10.1016/j.jechem.2025.06.065,13,LiLFP_PILNM_ILE_ARC,Section 3.3; Ref. [137],1,0,0,0
967,210,https://doi.org/10.1016/j.jechem.2025.06.065,14,LMB_Pouch_LiquidLE_ARC_Baseline,Section 3.1.3; Ref. [69],1,0,0,0
968,210,https://doi.org/10.1016/j.jechem.2025.06.065,15,LMB_Pouch_QSE_ARC,Section 3.1.3; Ref. [69],1,0,0,0
969,211,https://doi.org/10.1016/j.jechem.2025.10.051,1,ARC_100SOC_30mAh_pouch,Fig. 2d and Section 3.1,1,0,0,0
970,212,https://doi.org/10.1016/j.nanoen.2021.105832,1,Fresh_DME_5Kmin_StdSeal,"Fig. 3a–d; Fig. 4a–b; Results and discussion, Section 2",1,0,0,0
971,212,https://doi.org/10.1016/j.nanoen.2021.105832,2,Fresh_DEG_5Kmin_StdSeal,"Fig. 3a–d; Fig. 4a–b; Results and discussion, Section 2",1,0,0,0
972,212,https://doi.org/10.1016/j.nanoen.2021.105832,3,Fresh_TEG_5Kmin_StdSeal,"Fig. 3a–b; Results and discussion, Section 2",1,0,0,0
973,212,https://doi.org/10.1016/j.nanoen.2021.105832,4,Cycled_DEG_5Kmin_StdSeal,"Fig. 3f–h; Fig. S6; Results and discussion, Section 2",1,0,0,0
